subset,k,finding,n_pos,auroc_mean,auroc_sd_seed,ci_lo,ci_hi
FLAIRsag,1,Gliosis,3534,0.7726001148346903,0.0020105771777157357,0.7634028270768808,0.7836272535711176
FLAIRsag,1,Cerebral atrophy,1310,0.9189544921817819,0.0005792681559072345,0.9103277669324488,0.9269120750887291
FLAIRsag,1,Encephalomalacia,236,0.7758684196400641,0.008434186239144069,0.7531615774401919,0.8158656866247901
FLAIRsag,1,Arachnoid cyst,389,0.675846629337737,0.0023067735774653063,0.6461628557435553,0.702592681271724
FLAIRsag,1,Empty sella syndrome,351,0.6800256080466948,0.0036780652854270578,0.6540451404209603,0.7113287813581822
FLAIRsag,1,Intracranial aneurysm,61,0.6343584797828261,0.010352246204194851,0.5520826440178971,0.7038344560467132
FLAIRsag,1,Chiari malformation,56,0.6470490547080994,0.007439113168143343,0.5798985747994606,0.7294800634421424
FLAIRsag,1,Schwannoma,38,0.722649488499442,0.03272118751933828,0.6324594324034936,0.7518342747295552
FLAIRsag,1,Cyst of pineal gland,103,0.6409374662528173,0.012475503165728121,0.5621504266606651,0.6798477743308836
FLAIRsag,1,Hemangioma of vertebral column,31,0.5345896130088921,0.020557408766971826,0.41342265761132785,0.610308835196655
FLAIRsag,1,Cerebral edema,533,0.8881927121493823,0.004729368510856888,0.8674445548746321,0.8990286074937865
FLAIRsag,1,Spinal stenosis,43,0.6218094764332794,0.012250250996920384,0.532459350159569,0.7155757307912631
FLAIRsag,1,Mastoiditis,265,0.6848488168273444,0.002039358901204291,0.6544807365722027,0.7198078622947008
FLAIRsag,1,Chronic mastoiditis,211,0.733155965222155,0.0111487378078213,0.6820108745313909,0.753236159877483
FLAIRsag,1,Ventriculomegaly,889,0.8934940429012695,0.0017860114501808324,0.8831250456744045,0.9067375615554786
FLAIRsag,1,Cerebellar degeneration,351,0.7984478574502906,0.0007837922304380266,0.7708602274182272,0.8233478839190937
FLAIRsag,1,Mega cisterna magna,104,0.7030798421623592,0.007574233522525999,0.6669716388049952,0.754932997620543
FLAIRsag,1,Structure of cave of septum pellucidum,99,0.6379409908568505,0.007147161127022694,0.5731984333580745,0.6821453445407342
FLAIRsag,1,Hyperostosis of skull,34,0.7820808951852992,0.017397970153803812,0.7376165112763593,0.8649087914681077
FLAIRsag,1,Watershed infarct,36,0.8393156836434597,0.004814330337729576,0.7742930363274341,0.8846585681746959
FLAIRsag,1,Foraminal Spinal Stenosis,60,0.7350313106420469,0.0036993243750078294,0.6884534275770852,0.7868860805153228
FLAIRsag,1,Lipoma of brain,22,0.5653313090352894,0.018978859480400744,0.4331967983788922,0.7367459461865814
FLAIRsag,1,Glioma,66,0.7601316044545379,0.010356532056653966,0.6997757533972213,0.8249286832472165
FLAIRsag,1,Pituitary adenoma,25,0.6137781098775975,0.016011240171258313,0.47685619283377784,0.7017970273009422
FLAIRax,1,Cerebral infarction,424,0.809733614245013,0.002780708675081877,0.7916896269732289,0.8345953529570201
FLAIRax,1,Cerebral hemorrhage,294,0.8267839978428269,0.00292553394000736,0.7942744870651673,0.8504219022383526
FLAIRax,1,Metastatic malignant neoplasm to brain,373,0.8880128856735802,0.001869820349213861,0.8690226162270807,0.902226565464811
FLAIRax,1,Intracranial meningioma,181,0.7275146158145872,0.008343298057842034,0.6778878683015143,0.7590323721628893
FLAIRax,1,Demyelinating disease of central nervous system,250,0.8267298844288892,0.0011530915673978108,0.7914507853563406,0.8525514811632351
FLAIRax,1,Herniation of nucleus pulposus,138,0.6946965604177923,0.004201013472866329,0.6539660097900117,0.731300188830665
