finding,pair,context,synergy,ci_lo,ci_hi,sig_pos,sig_neg
Cerebral hemorrhage,T2ax|FLAIRax,T1ax+FLAIRsag,0.0032274145288212516,-0.005067680981937772,0.010670369475953418,False,False
Cerebral hemorrhage,T2ax|FLAIRax,T1ax+SWIax,-0.010457591720061395,-0.01948580710959069,-0.0004111453449416711,False,True
Cerebral hemorrhage,T2ax|FLAIRax,FLAIRsag+SWIax,-0.008061113532868465,-0.017836237741092657,0.0009248190791992382,False,False
Cerebral hemorrhage,T2ax|FLAIRax,T1ax+FLAIRsag+SWIax,-0.0026798393863232918,-0.010077269682242143,0.0059137801882654184,False,False
Cerebral hemorrhage,T2ax|FLAIRsag,T1ax,-0.009384344680703392,-0.02604705308958828,0.006455348719285466,False,False
Cerebral hemorrhage,T2ax|FLAIRsag,FLAIRax,0.013561278325559508,0.0012864892928811822,0.029194298518674697,True,False
Cerebral hemorrhage,T2ax|FLAIRsag,SWIax,-0.0014966310395246652,-0.014436655816084791,0.011446849151823334,False,False
Cerebral hemorrhage,T2ax|FLAIRsag,T1ax+FLAIRax,0.003943786598299369,-0.005239675241920877,0.012398392919529072,False,False
Cerebral hemorrhage,T2ax|FLAIRsag,T1ax+SWIax,-0.00014861503335089843,-0.009865897508585103,0.008709507480603148,False,False
Cerebral hemorrhage,T2ax|FLAIRsag,FLAIRax+SWIax,0.002377895554895422,-0.007207290959163564,0.010017323304276628,False,False
Cerebral hemorrhage,T2ax|FLAIRsag,T1ax+FLAIRax+SWIax,0.007629137300387205,0.0011850568837756927,0.01634188712020636,True,False
Cerebral hemorrhage,T2ax|SWIax,T1ax,-0.0068999187645606645,-0.021462467442609604,0.007451628904346639,False,False
Cerebral hemorrhage,T2ax|SWIax,FLAIRax,-0.0012179585244912023,-0.016111210510621764,0.014251883609353002,False,False
Cerebral hemorrhage,T2ax|SWIax,FLAIRsag,-0.009448540225238198,-0.02296534777949265,0.0066620883893590424,False,False
Cerebral hemorrhage,T2ax|SWIax,T1ax+FLAIRax,-0.007256793734440549,-0.019799565195593262,0.0032820898047216975,False,False
Cerebral hemorrhage,T2ax|SWIax,T1ax+FLAIRsag,0.00233581088279183,-0.010165918709823136,0.013269093930069552,False,False
Cerebral hemorrhage,T2ax|SWIax,FLAIRax+FLAIRsag,-0.01240134129515529,-0.025299081006618228,-0.0010388921297108315,False,True
Cerebral hemorrhage,T2ax|SWIax,T1ax+FLAIRax+FLAIRsag,-0.003571443032352713,-0.010607583330181363,0.00371098213515043,False,False
Cerebral hemorrhage,FLAIRax|FLAIRsag,T1ax,-0.025610604108314318,-0.040216984435636316,-0.009753574971682619,False,True
Cerebral hemorrhage,FLAIRax|FLAIRsag,T2ax,-0.011919695412142122,-0.027899473555699134,0.006855759341109764,False,False
